 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =  1745, predicted_class =   0, true_class =   0, nn =   704, distance =    1.29, accuracy = 1.00
test_object =  1746, predicted_class =   1, true_class =   1, nn =   495, distance =    0.68, accuracy = 1.00
test_object =  1747, predicted_class =   4, true_class =   4, nn =  3183, distance =    0.82, accuracy = 1.00
test_object =  1748, predicted_class =   4, true_class =   4, nn =  1936, distance =    0.61, accuracy = 1.00
test_object =  1749, predicted_class =   8, true_class =   8, nn =   564, distance =    0.96, accuracy = 1.00
test_object =  1750, predicted_class =   9, true_class =   9, nn =  6153, distance =    1.57, accuracy = 1.00
test_object =  1751, predicted_class =   3, true_class =   3, nn =  2993, distance =    1.13, accuracy = 1.00
test_object =  1752, predicted_class =   2, true_class =   2, nn =  5224, distance =    0.98, accuracy = 1.00
test_object =  1753, predicted_class =   0, true_class =   0, nn =  3919, distance =    0.43, accuracy = 1.00
test_object =  1754, predicted_class =   8, true_class =   8, nn =  7226, distance =    0.82, accuracy = 1.00
test_object =  1755, predicted_class =   4, true_class =   4, nn =  2646, distance =    0.83, accuracy = 1.00
test_object =  1756, predicted_class =   3, true_class =   3, nn =   885, distance =    0.53, accuracy = 1.00
test_object =  1757, predicted_class =   6, true_class =   6, nn =  2023, distance =    0.63, accuracy = 1.00
test_object =  1758, predicted_class =   4, true_class =   4, nn =  3232, distance =    0.53, accuracy = 1.00
test_object =  1759, predicted_class =   6, true_class =   6, nn =  4311, distance =    1.00, accuracy = 1.00
test_object =  1760, predicted_class =   4, true_class =   4, nn =  1883, distance =    0.67, accuracy = 1.00
test_object =  1761, predicted_class =   4, true_class =   4, nn =  2564, distance =    1.15, accuracy = 1.00
test_object =  1762, predicted_class =   9, true_class =   9, nn =   177, distance =    1.16, accuracy = 1.00
test_object =  1763, predicted_class =   5, true_class =   5, nn =  6485, distance =    0.86, accuracy = 1.00
test_object =  1764, predicted_class =   1, true_class =   1, nn =  6214, distance =    0.85, accuracy = 1.00
test_object =  1765, predicted_class =   3, true_class =   3, nn =  2063, distance =    0.63, accuracy = 1.00
test_object =  1766, predicted_class =   3, true_class =   3, nn =  1194, distance =    0.67, accuracy = 1.00
test_object =  1767, predicted_class =   0, true_class =   0, nn =  6150, distance =    1.56, accuracy = 1.00
test_object =  1768, predicted_class =   7, true_class =   7, nn =  2126, distance =    0.70, accuracy = 1.00
test_object =  1769, predicted_class =   7, true_class =   7, nn =   467, distance =    0.97, accuracy = 1.00
test_object =  1770, predicted_class =   5, true_class =   5, nn =  7164, distance =    0.68, accuracy = 1.00
test_object =  1771, predicted_class =   9, true_class =   9, nn =  6576, distance =    1.50, accuracy = 1.00
test_object =  1772, predicted_class =   1, true_class =   1, nn =  6380, distance =    0.68, accuracy = 1.00
test_object =  1773, predicted_class =   8, true_class =   8, nn =   426, distance =    1.18, accuracy = 1.00
test_object =  1774, predicted_class =   2, true_class =   2, nn =   227, distance =    0.90, accuracy = 1.00
test_object =  1775, predicted_class =   2, true_class =   2, nn =  3628, distance =    0.56, accuracy = 1.00
test_object =  1776, predicted_class =   0, true_class =   0, nn =  4809, distance =    0.58, accuracy = 1.00
test_object =  1777, predicted_class =   8, true_class =   8, nn =  5721, distance =    0.84, accuracy = 1.00
test_object =  1778, predicted_class =   1, true_class =   1, nn =   806, distance =    0.85, accuracy = 1.00
test_object =  1779, predicted_class =   9, true_class =   9, nn =  4252, distance =    0.95, accuracy = 1.00
test_object =  1780, predicted_class =   1, true_class =   1, nn =  2351, distance =    0.76, accuracy = 1.00
test_object =  1781, predicted_class =   4, true_class =   4, nn =  3031, distance =    0.80, accuracy = 1.00
test_object =  1782, predicted_class =   5, true_class =   5, nn =   229, distance =    0.80, accuracy = 1.00
test_object =  1783, predicted_class =   0, true_class =   0, nn =  4564, distance =    0.55, accuracy = 1.00
test_object =  1784, predicted_class =   6, true_class =   6, nn =   982, distance =    0.75, accuracy = 1.00
test_object =  1785, predicted_class =   7, true_class =   7, nn =  2462, distance =    1.22, accuracy = 1.00
test_object =  1786, predicted_class =   5, true_class =   5, nn =  2416, distance =    0.59, accuracy = 1.00
test_object =  1787, predicted_class =   4, true_class =   4, nn =  1396, distance =    0.89, accuracy = 1.00
test_object =  1788, predicted_class =   3, true_class =   3, nn =  4770, distance =    0.63, accuracy = 1.00
test_object =  1789, predicted_class =   9, true_class =   9, nn =  1930, distance =    1.20, accuracy = 1.00
test_object =  1790, predicted_class =   8, true_class =   8, nn =  5220, distance =    1.66, accuracy = 1.00
test_object =  1791, predicted_class =   1, true_class =   1, nn =  6309, distance =    0.66, accuracy = 1.00
test_object =  1792, predicted_class =   3, true_class =   3, nn =  6854, distance =    0.51, accuracy = 1.00
test_object =  1793, predicted_class =   1, true_class =   1, nn =  5780, distance =    0.87, accuracy = 1.00
test_object =  1794, predicted_class =   6, true_class =   6, nn =  4596, distance =    0.55, accuracy = 1.00
test_object =  1795, predicted_class =   7, true_class =   7, nn =  2461, distance =    0.90, accuracy = 1.00
test_object =  1796, predicted_class =   6, true_class =   6, nn =  1914, distance =    0.46, accuracy = 1.00
test_object =  1797, predicted_class =   1, true_class =   7, nn =  3141, distance =    1.10, accuracy = 0.00
test_object =  1798, predicted_class =   7, true_class =   7, nn =  1509, distance =    0.67, accuracy = 1.00
test_object =  1799, predicted_class =   4, true_class =   4, nn =  6107, distance =    0.92, accuracy = 1.00
test_object =  1800, predicted_class =   0, true_class =   0, nn =  5015, distance =    0.64, accuracy = 1.00
test_object =  1801, predicted_class =   6, true_class =   6, nn =  4152, distance =    0.87, accuracy = 1.00
test_object =  1802, predicted_class =   6, true_class =   6, nn =   810, distance =    0.62, accuracy = 1.00
test_object =  1803, predicted_class =   5, true_class =   5, nn =  1966, distance =    0.48, accuracy = 1.00
test_object =  1804, predicted_class =   7, true_class =   7, nn =   851, distance =    0.59, accuracy = 1.00
test_object =  1805, predicted_class =   4, true_class =   4, nn =  6993, distance =    0.66, accuracy = 1.00
test_object =  1806, predicted_class =   7, true_class =   7, nn =  6822, distance =    1.03, accuracy = 1.00
test_object =  1807, predicted_class =   5, true_class =   5, nn =  2785, distance =    1.14, accuracy = 1.00
test_object =  1808, predicted_class =   7, true_class =   7, nn =  4570, distance =    0.77, accuracy = 1.00
test_object =  1809, predicted_class =   1, true_class =   1, nn =   918, distance =    0.52, accuracy = 1.00
test_object =  1810, predicted_class =   8, true_class =   8, nn =  6333, distance =    0.83, accuracy = 1.00
test_object =  1811, predicted_class =   6, true_class =   6, nn =  3259, distance =    0.64, accuracy = 1.00
test_object =  1812, predicted_class =   0, true_class =   0, nn =  3455, distance =    0.83, accuracy = 1.00
test_object =  1813, predicted_class =   4, true_class =   4, nn =  2022, distance =    1.10, accuracy = 1.00
test_object =  1814, predicted_class =   2, true_class =   2, nn =  5726, distance =    0.76, accuracy = 1.00
test_object =  1815, predicted_class =   3, true_class =   3, nn =  2380, distance =    0.65, accuracy = 1.00
test_object =  1816, predicted_class =   1, true_class =   1, nn =  2174, distance =    0.85, accuracy = 1.00
test_object =  1817, predicted_class =   1, true_class =   1, nn =  1440, distance =    0.71, accuracy = 1.00
test_object =  1818, predicted_class =   2, true_class =   2, nn =  6904, distance =    0.67, accuracy = 1.00
test_object =  1819, predicted_class =   4, true_class =   4, nn =   935, distance =    0.69, accuracy = 1.00
test_object =  1820, predicted_class =   9, true_class =   9, nn =  3172, distance =    0.88, accuracy = 1.00
test_object =  1821, predicted_class =   0, true_class =   0, nn =  2648, distance =    0.74, accuracy = 1.00
test_object =  1822, predicted_class =   8, true_class =   8, nn =  5881, distance =    1.15, accuracy = 1.00
test_object =  1823, predicted_class =   0, true_class =   0, nn =  6533, distance =    0.66, accuracy = 1.00
test_object =  1824, predicted_class =   6, true_class =   6, nn =  6830, distance =    0.69, accuracy = 1.00
test_object =  1825, predicted_class =   1, true_class =   1, nn =  2889, distance =    0.73, accuracy = 1.00
test_object =  1826, predicted_class =   0, true_class =   0, nn =  4297, distance =    0.77, accuracy = 1.00
test_object =  1827, predicted_class =   2, true_class =   2, nn =  6969, distance =    0.69, accuracy = 1.00
test_object =  1828, predicted_class =   5, true_class =   5, nn =  6794, distance =    0.81, accuracy = 1.00
test_object =  1829, predicted_class =   5, true_class =   5, nn =  1805, distance =    0.86, accuracy = 1.00
test_object =  1830, predicted_class =   4, true_class =   4, nn =  5592, distance =    0.56, accuracy = 1.00
test_object =  1831, predicted_class =   8, true_class =   8, nn =   572, distance =    1.28, accuracy = 1.00
test_object =  1832, predicted_class =   7, true_class =   7, nn =  3409, distance =    0.83, accuracy = 1.00
test_object =  1833, predicted_class =   5, true_class =   5, nn =   196, distance =    0.91, accuracy = 1.00
test_object =  1834, predicted_class =   5, true_class =   5, nn =  3512, distance =    0.86, accuracy = 1.00
test_object =  1835, predicted_class =   2, true_class =   2, nn =  3957, distance =    0.51, accuracy = 1.00
test_object =  1836, predicted_class =   0, true_class =   0, nn =   327, distance =    0.58, accuracy = 1.00
test_object =  1837, predicted_class =   0, true_class =   0, nn =  3066, distance =    0.67, accuracy = 1.00
test_object =  1838, predicted_class =   4, true_class =   4, nn =  5216, distance =    0.86, accuracy = 1.00
test_object =  1839, predicted_class =   3, true_class =   3, nn =  3517, distance =    0.49, accuracy = 1.00
test_object =  1840, predicted_class =   6, true_class =   6, nn =  6839, distance =    0.48, accuracy = 1.00
test_object =  1841, predicted_class =   0, true_class =   0, nn =  5148, distance =    0.51, accuracy = 1.00
test_object =  1842, predicted_class =   4, true_class =   4, nn =  7121, distance =    0.87, accuracy = 1.00
test_object =  1843, predicted_class =   8, true_class =   8, nn =  5654, distance =    1.05, accuracy = 1.00
test_object =  1844, predicted_class =   9, true_class =   9, nn =  3257, distance =    1.56, accuracy = 1.00
test_object =  1845, predicted_class =   7, true_class =   7, nn =  7237, distance =    0.65, accuracy = 1.00
test_object =  1846, predicted_class =   3, true_class =   3, nn =  4137, distance =    1.00, accuracy = 1.00
test_object =  1847, predicted_class =   0, true_class =   0, nn =  2882, distance =    0.57, accuracy = 1.00
test_object =  1848, predicted_class =   8, true_class =   8, nn =  2790, distance =    1.28, accuracy = 1.00
test_object =  1849, predicted_class =   1, true_class =   1, nn =  3470, distance =    0.71, accuracy = 1.00
test_object =  1850, predicted_class =   1, true_class =   1, nn =  6031, distance =    0.86, accuracy = 1.00
test_object =  1851, predicted_class =   8, true_class =   8, nn =  2985, distance =    1.22, accuracy = 1.00
test_object =  1852, predicted_class =   3, true_class =   3, nn =  3336, distance =    1.09, accuracy = 1.00
test_object =  1853, predicted_class =   5, true_class =   5, nn =  3462, distance =    0.77, accuracy = 1.00
test_object =  1854, predicted_class =   1, true_class =   1, nn =  5719, distance =    0.44, accuracy = 1.00
test_object =  1855, predicted_class =   8, true_class =   8, nn =  5363, distance =    0.99, accuracy = 1.00
test_object =  1856, predicted_class =   2, true_class =   2, nn =  1627, distance =    0.57, accuracy = 1.00
test_object =  1857, predicted_class =   7, true_class =   7, nn =  6986, distance =    1.30, accuracy = 1.00
test_object =  1858, predicted_class =   0, true_class =   0, nn =  2321, distance =    0.49, accuracy = 1.00
test_object =  1859, predicted_class =   4, true_class =   4, nn =  3372, distance =    0.65, accuracy = 1.00
test_object =  1860, predicted_class =   1, true_class =   1, nn =  6031, distance =    0.60, accuracy = 1.00
test_object =  1861, predicted_class =   3, true_class =   3, nn =   716, distance =    0.73, accuracy = 1.00
test_object =  1862, predicted_class =   9, true_class =   9, nn =  5808, distance =    0.83, accuracy = 1.00
test_object =  1863, predicted_class =   3, true_class =   3, nn =  3634, distance =    0.53, accuracy = 1.00
test_object =  1864, predicted_class =   3, true_class =   3, nn =  2560, distance =    0.57, accuracy = 1.00
test_object =  1865, predicted_class =   7, true_class =   7, nn =  3996, distance =    0.71, accuracy = 1.00
test_object =  1866, predicted_class =   7, true_class =   7, nn =  7286, distance =    0.75, accuracy = 1.00
test_object =  1867, predicted_class =   6, true_class =   6, nn =  5057, distance =    0.44, accuracy = 1.00
test_object =  1868, predicted_class =   6, true_class =   6, nn =  5476, distance =    1.20, accuracy = 1.00
test_object =  1869, predicted_class =   3, true_class =   3, nn =  5200, distance =    0.52, accuracy = 1.00
test_object =  1870, predicted_class =   7, true_class =   7, nn =   951, distance =    0.80, accuracy = 1.00
test_object =  1871, predicted_class =   5, true_class =   5, nn =  4864, distance =    1.12, accuracy = 1.00
test_object =  1872, predicted_class =   8, true_class =   8, nn =  2616, distance =    1.10, accuracy = 1.00
test_object =  1873, predicted_class =   4, true_class =   4, nn =  3368, distance =    0.48, accuracy = 1.00
test_object =  1874, predicted_class =   4, true_class =   4, nn =  6980, distance =    0.65, accuracy = 1.00
test_object =  1875, predicted_class =   9, true_class =   9, nn =  1912, distance =    0.94, accuracy = 1.00
test_object =  1876, predicted_class =   1, true_class =   1, nn =  2121, distance =    0.44, accuracy = 1.00
test_object =  1877, predicted_class =   4, true_class =   4, nn =  5067, distance =    0.49, accuracy = 1.00
test_object =  1878, predicted_class =   6, true_class =   6, nn =  1018, distance =    1.32, accuracy = 1.00
test_object =  1879, predicted_class =   5, true_class =   5, nn =   500, distance =    1.33, accuracy = 1.00
test_object =  1880, predicted_class =   8, true_class =   8, nn =  1151, distance =    1.21, accuracy = 1.00
test_object =  1881, predicted_class =   2, true_class =   2, nn =  6213, distance =    0.47, accuracy = 1.00
test_object =  1882, predicted_class =   6, true_class =   6, nn =  7327, distance =    0.46, accuracy = 1.00
test_object =  1883, predicted_class =   5, true_class =   5, nn =  4373, distance =    0.88, accuracy = 1.00
test_object =  1884, predicted_class =   9, true_class =   9, nn =  6576, distance =    0.67, accuracy = 1.00
test_object =  1885, predicted_class =   1, true_class =   1, nn =  6040, distance =    0.83, accuracy = 1.00
test_object =  1886, predicted_class =   5, true_class =   5, nn =   298, distance =    1.05, accuracy = 1.00
test_object =  1887, predicted_class =   7, true_class =   7, nn =   231, distance =    0.68, accuracy = 1.00
test_object =  1888, predicted_class =   1, true_class =   1, nn =   495, distance =    0.74, accuracy = 1.00
test_object =  1889, predicted_class =   6, true_class =   6, nn =  4426, distance =    0.59, accuracy = 1.00
test_object =  1890, predicted_class =   9, true_class =   9, nn =  2689, distance =    0.91, accuracy = 1.00
test_object =  1891, predicted_class =   4, true_class =   4, nn =  6433, distance =    1.72, accuracy = 1.00
test_object =  1892, predicted_class =   4, true_class =   4, nn =  1832, distance =    0.58, accuracy = 1.00
test_object =  1893, predicted_class =   0, true_class =   0, nn =  2426, distance =    0.89, accuracy = 1.00
test_object =  1894, predicted_class =   9, true_class =   9, nn =  6709, distance =    1.08, accuracy = 1.00
test_object =  1895, predicted_class =   2, true_class =   2, nn =    18, distance =    0.88, accuracy = 1.00
test_object =  1896, predicted_class =   5, true_class =   5, nn =  1492, distance =    1.18, accuracy = 1.00
test_object =  1897, predicted_class =   6, true_class =   6, nn =  6839, distance =    0.67, accuracy = 1.00
test_object =  1898, predicted_class =   7, true_class =   7, nn =  2953, distance =    0.51, accuracy = 1.00
test_object =  1899, predicted_class =   0, true_class =   0, nn =  2894, distance =    0.95, accuracy = 1.00
test_object =  1900, predicted_class =   8, true_class =   0, nn =  2918, distance =    3.06, accuracy = 0.00
test_object =  1901, predicted_class =   3, true_class =   3, nn =  4612, distance =    0.58, accuracy = 1.00
test_object =  1902, predicted_class =   4, true_class =   4, nn =  3869, distance =    0.76, accuracy = 1.00
test_object =  1903, predicted_class =   5, true_class =   5, nn =  6122, distance =    0.71, accuracy = 1.00
test_object =  1904, predicted_class =   9, true_class =   0, nn =  3978, distance =    3.13, accuracy = 0.00
test_object =  1905, predicted_class =   1, true_class =   1, nn =  7471, distance =    0.53, accuracy = 1.00
test_object =  1906, predicted_class =   6, true_class =   6, nn =  3452, distance =    0.54, accuracy = 1.00
test_object =  1907, predicted_class =   3, true_class =   3, nn =  6075, distance =    0.74, accuracy = 1.00
test_object =  1908, predicted_class =   2, true_class =   2, nn =  5325, distance =    0.55, accuracy = 1.00
test_object =  1909, predicted_class =   3, true_class =   3, nn =  4333, distance =    0.81, accuracy = 1.00
test_object =  1910, predicted_class =   8, true_class =   8, nn =  1480, distance =    1.18, accuracy = 1.00
test_object =  1911, predicted_class =   8, true_class =   8, nn =   572, distance =    1.29, accuracy = 1.00
test_object =  1912, predicted_class =   0, true_class =   0, nn =  5599, distance =    1.12, accuracy = 1.00
test_object =  1913, predicted_class =   5, true_class =   5, nn =  3512, distance =    0.62, accuracy = 1.00
test_object =  1914, predicted_class =   3, true_class =   3, nn =  6971, distance =    0.59, accuracy = 1.00
test_object =  1915, predicted_class =   5, true_class =   5, nn =  4373, distance =    1.38, accuracy = 1.00
test_object =  1916, predicted_class =   4, true_class =   4, nn =  6964, distance =    0.90, accuracy = 1.00
test_object =  1917, predicted_class =   6, true_class =   6, nn =   406, distance =    0.78, accuracy = 1.00
test_object =  1918, predicted_class =   7, true_class =   7, nn =  6891, distance =    1.42, accuracy = 1.00
test_object =  1919, predicted_class =   9, true_class =   9, nn =  4262, distance =    1.99, accuracy = 1.00
test_object =  1920, predicted_class =   1, true_class =   1, nn =     2, distance =    0.62, accuracy = 1.00
test_object =  1921, predicted_class =   1, true_class =   1, nn =  1945, distance =    0.90, accuracy = 1.00
test_object =  1922, predicted_class =   8, true_class =   8, nn =  4441, distance =    0.95, accuracy = 1.00
test_object =  1923, predicted_class =   2, true_class =   2, nn =  4305, distance =    0.73, accuracy = 1.00
test_object =  1924, predicted_class =   4, true_class =   4, nn =  2905, distance =    0.48, accuracy = 1.00
test_object =  1925, predicted_class =   5, true_class =   5, nn =  5485, distance =    1.31, accuracy = 1.00
test_object =  1926, predicted_class =   0, true_class =   0, nn =  5167, distance =    1.57, accuracy = 1.00
test_object =  1927, predicted_class =   1, true_class =   1, nn =  4845, distance =    1.02, accuracy = 1.00
test_object =  1928, predicted_class =   3, true_class =   3, nn =  4824, distance =    0.66, accuracy = 1.00
test_object =  1929, predicted_class =   6, true_class =   6, nn =  7403, distance =    0.65, accuracy = 1.00
test_object =  1930, predicted_class =   2, true_class =   2, nn =  1360, distance =    0.86, accuracy = 1.00
test_object =  1931, predicted_class =   2, true_class =   2, nn =  1822, distance =    0.66, accuracy = 1.00
test_object =  1932, predicted_class =   7, true_class =   7, nn =   852, distance =    0.67, accuracy = 1.00
test_object =  1933, predicted_class =   4, true_class =   4, nn =  1817, distance =    1.43, accuracy = 1.00
test_object =  1934, predicted_class =   1, true_class =   1, nn =  3756, distance =    0.78, accuracy = 1.00
test_object =  1935, predicted_class =   2, true_class =   2, nn =    80, distance =    0.65, accuracy = 1.00
test_object =  1936, predicted_class =   6, true_class =   6, nn =  4329, distance =    0.65, accuracy = 1.00
test_object =  1937, predicted_class =   3, true_class =   3, nn =  2164, distance =    0.84, accuracy = 1.00
test_object =  1938, predicted_class =   2, true_class =   2, nn =  2895, distance =    0.65, accuracy = 1.00
test_object =  1939, predicted_class =   3, true_class =   3, nn =  3776, distance =    0.68, accuracy = 1.00
test_object =  1940, predicted_class =   1, true_class =   7, nn =   320, distance =    1.20, accuracy = 0.00
test_object =  1941, predicted_class =   8, true_class =   8, nn =  6504, distance =    1.17, accuracy = 1.00
test_object =  1942, predicted_class =   8, true_class =   8, nn =  7430, distance =    1.16, accuracy = 1.00
test_object =  1943, predicted_class =   4, true_class =   4, nn =  5081, distance =    1.19, accuracy = 1.00
test_object =  1944, predicted_class =   7, true_class =   7, nn =  4460, distance =    1.02, accuracy = 1.00
test_object =  1945, predicted_class =   6, true_class =   6, nn =  3750, distance =    1.65, accuracy = 1.00
test_object =  1946, predicted_class =   7, true_class =   1, nn =  1601, distance =    3.61, accuracy = 0.00
test_object =  1947, predicted_class =   4, true_class =   4, nn =  2670, distance =    0.86, accuracy = 1.00
test_object =  1948, predicted_class =   0, true_class =   0, nn =  6363, distance =    0.47, accuracy = 1.00
test_object =  1949, predicted_class =   9, true_class =   0, nn =  3978, distance =    2.85, accuracy = 0.00
test_object =  1950, predicted_class =   1, true_class =   1, nn =  4286, distance =    1.25, accuracy = 1.00
test_object =  1951, predicted_class =   0, true_class =   0, nn =  6291, distance =    0.80, accuracy = 1.00
test_object =  1952, predicted_class =   2, true_class =   2, nn =  2262, distance =    0.80, accuracy = 1.00
test_object =  1953, predicted_class =   3, true_class =   3, nn =   884, distance =    0.73, accuracy = 1.00
test_object =  1954, predicted_class =   7, true_class =   7, nn =  2236, distance =    1.18, accuracy = 1.00
test_object =  1955, predicted_class =   3, true_class =   3, nn =  7395, distance =    0.41, accuracy = 1.00
test_object =  1956, predicted_class =   9, true_class =   9, nn =  4600, distance =    0.68, accuracy = 1.00
test_object =  1957, predicted_class =   9, true_class =   9, nn =  3564, distance =    1.05, accuracy = 1.00
test_object =  1958, predicted_class =   1, true_class =   1, nn =  1659, distance =    0.49, accuracy = 1.00
test_object =  1959, predicted_class =   3, true_class =   3, nn =   338, distance =    0.50, accuracy = 1.00
test_object =  1960, predicted_class =   3, true_class =   3, nn =  6192, distance =    0.75, accuracy = 1.00
test_object =  1961, predicted_class =   2, true_class =   2, nn =   936, distance =    0.53, accuracy = 1.00
test_object =  1962, predicted_class =   6, true_class =   6, nn =  1310, distance =    0.81, accuracy = 1.00
test_object =  1963, predicted_class =   9, true_class =   0, nn =  3978, distance =    2.87, accuracy = 0.00
test_object =  1964, predicted_class =   2, true_class =   2, nn =  4202, distance =    1.31, accuracy = 1.00
test_object =  1965, predicted_class =   4, true_class =   4, nn =  4551, distance =    0.90, accuracy = 1.00
test_object =  1966, predicted_class =   1, true_class =   1, nn =  2889, distance =    0.92, accuracy = 1.00
test_object =  1967, predicted_class =   0, true_class =   0, nn =  7177, distance =    1.87, accuracy = 1.00
test_object =  1968, predicted_class =   8, true_class =   8, nn =   803, distance =    1.30, accuracy = 1.00
test_object =  1969, predicted_class =   5, true_class =   5, nn =  1100, distance =    0.84, accuracy = 1.00
test_object =  1970, predicted_class =   4, true_class =   4, nn =  4414, distance =    0.59, accuracy = 1.00
test_object =  1971, predicted_class =   5, true_class =   5, nn =  7010, distance =    1.16, accuracy = 1.00
test_object =  1972, predicted_class =   4, true_class =   4, nn =  5067, distance =    0.90, accuracy = 1.00
test_object =  1973, predicted_class =   4, true_class =   4, nn =  2022, distance =    1.12, accuracy = 1.00
test_object =  1974, predicted_class =   5, true_class =   5, nn =  7339, distance =    0.70, accuracy = 1.00
test_object =  1975, predicted_class =   9, true_class =   9, nn =  6197, distance =    1.23, accuracy = 1.00
test_object =  1976, predicted_class =   4, true_class =   4, nn =  2205, distance =    0.48, accuracy = 1.00
test_object =  1977, predicted_class =   0, true_class =   0, nn =  5623, distance =    0.88, accuracy = 1.00
test_object =  1978, predicted_class =   4, true_class =   4, nn =   371, distance =    1.17, accuracy = 1.00
test_object =  1979, predicted_class =   5, true_class =   5, nn =  5302, distance =    0.72, accuracy = 1.00
test_object =  1980, predicted_class =   9, true_class =   9, nn =   114, distance =    0.80, accuracy = 1.00
test_object =  1981, predicted_class =   0, true_class =   0, nn =  4120, distance =    0.62, accuracy = 1.00
test_object =  1982, predicted_class =   6, true_class =   6, nn =  6784, distance =    0.84, accuracy = 1.00
test_object =  1983, predicted_class =   5, true_class =   5, nn =  4971, distance =    1.31, accuracy = 1.00
test_object =  1984, predicted_class =   6, true_class =   6, nn =   408, distance =    0.68, accuracy = 1.00
test_object =  1985, predicted_class =   8, true_class =   8, nn =  1139, distance =    1.02, accuracy = 1.00
test_object =  1986, predicted_class =   0, true_class =   0, nn =  1997, distance =    0.80, accuracy = 1.00
test_object =  1987, predicted_class =   6, true_class =   6, nn =  4561, distance =    0.40, accuracy = 1.00
test_object =  1988, predicted_class =   7, true_class =   7, nn =  7224, distance =    0.56, accuracy = 1.00
test_object =  1989, predicted_class =   6, true_class =   6, nn =  2829, distance =    0.47, accuracy = 1.00
test_object =  1990, predicted_class =   0, true_class =   0, nn =   895, distance =    0.69, accuracy = 1.00
test_object =  1991, predicted_class =   6, true_class =   6, nn =  5478, distance =    0.92, accuracy = 1.00
test_object =  1992, predicted_class =   7, true_class =   7, nn =   212, distance =    0.86, accuracy = 1.00
test_object =  1993, predicted_class =   8, true_class =   8, nn =  3271, distance =    0.73, accuracy = 1.00
test_object =  1994, predicted_class =   4, true_class =   4, nn =  4948, distance =    0.88, accuracy = 1.00
test_object =  1995, predicted_class =   5, true_class =   5, nn =  4559, distance =    0.86, accuracy = 1.00
test_object =  1996, predicted_class =   9, true_class =   9, nn =  1038, distance =    0.85, accuracy = 1.00
test_object =  1997, predicted_class =   4, true_class =   4, nn =  2170, distance =    0.51, accuracy = 1.00
test_object =  1998, predicted_class =   6, true_class =   6, nn =  6552, distance =    0.50, accuracy = 1.00
test_object =  1999, predicted_class =   0, true_class =   0, nn =  5111, distance =    0.53, accuracy = 1.00
test_object =  2000, predicted_class =   6, true_class =   6, nn =  6512, distance =    0.55, accuracy = 1.00
test_object =  2001, predicted_class =   9, true_class =   9, nn =  6709, distance =    1.16, accuracy = 1.00
test_object =  2002, predicted_class =   9, true_class =   9, nn =  1911, distance =    1.73, accuracy = 1.00
test_object =  2003, predicted_class =   5, true_class =   5, nn =  2261, distance =    0.65, accuracy = 1.00
test_object =  2004, predicted_class =   9, true_class =   9, nn =  4702, distance =    0.75, accuracy = 1.00
test_object =  2005, predicted_class =   2, true_class =   2, nn =  3369, distance =    1.06, accuracy = 1.00
test_object =  2006, predicted_class =   7, true_class =   7, nn =  4557, distance =    1.06, accuracy = 1.00
test_object =  2007, predicted_class =   9, true_class =   9, nn =  5807, distance =    1.00, accuracy = 1.00
test_object =  2008, predicted_class =   2, true_class =   2, nn =  2326, distance =    0.82, accuracy = 1.00
test_object =  2009, predicted_class =   8, true_class =   8, nn =   947, distance =    1.08, accuracy = 1.00
test_object =  2010, predicted_class =   2, true_class =   2, nn =  7309, distance =    0.43, accuracy = 1.00
test_object =  2011, predicted_class =   5, true_class =   5, nn =  2811, distance =    0.68, accuracy = 1.00
test_object =  2012, predicted_class =   1, true_class =   1, nn =  7396, distance =    0.83, accuracy = 1.00
test_object =  2013, predicted_class =   6, true_class =   6, nn =  5375, distance =    1.15, accuracy = 1.00
test_object =  2014, predicted_class =   3, true_class =   5, nn =  5458, distance =    0.93, accuracy = 0.00
test_object =  2015, predicted_class =   2, true_class =   2, nn =  6790, distance =    0.61, accuracy = 1.00
test_object =  2016, predicted_class =   9, true_class =   9, nn =  6576, distance =    1.11, accuracy = 1.00
test_object =  2017, predicted_class =   2, true_class =   2, nn =  2745, distance =    1.16, accuracy = 1.00
test_object =  2018, predicted_class =   0, true_class =   0, nn =  4281, distance =    0.59, accuracy = 1.00
test_object =  2019, predicted_class =   8, true_class =   8, nn =  5078, distance =    0.90, accuracy = 1.00
test_object =  2020, predicted_class =   9, true_class =   9, nn =  4594, distance =    0.56, accuracy = 1.00
test_object =  2021, predicted_class =   0, true_class =   0, nn =  4866, distance =    0.67, accuracy = 1.00
test_object =  2022, predicted_class =   5, true_class =   5, nn =  6581, distance =    0.69, accuracy = 1.00
test_object =  2023, predicted_class =   3, true_class =   3, nn =  5667, distance =    0.54, accuracy = 1.00
test_object =  2024, predicted_class =   2, true_class =   2, nn =  1508, distance =    0.75, accuracy = 1.00
test_object =  2025, predicted_class =   3, true_class =   3, nn =  5267, distance =    0.54, accuracy = 1.00
test_object =  2026, predicted_class =   2, true_class =   2, nn =  5598, distance =    0.72, accuracy = 1.00
test_object =  2027, predicted_class =   2, true_class =   2, nn =  3406, distance =    1.15, accuracy = 1.00
test_object =  2028, predicted_class =   0, true_class =   0, nn =  2880, distance =    0.61, accuracy = 1.00
